name,score,issn
CLCWEB-Comparative Literature and Culture,0.3,1481-4374
Spirituality Studies,0.3,1339-9578
Revista San Gregorio,0.2,2528-7907
Revista Direito GV,0.2,2317-6172
Studies in Psychology-Psikoloji Calismalari Dergisi,0.2,2602-2982
SHILAP-REVISTA DE LEPIDOPTEROLOGIA,0.2,2340-4078
Espacio Tiempo y Forma Serie VII-Historia del Arte,0.2,2340-1478
Educacion Fisica y Ciencia,0.2,2314-2561
Estudios de Historia Novohispana,0.2,2448-6922
Manuscrito,0.2,2317-630X
Res Rhetorica,0.2,2392-3113
Ingenieria UC,0.2,2610-8240
Vigilancia Sanitaria em Debate-Sociedade Ciencia & Tecnologia,0.2,2317-269X
Relaciones Internacionales,0.2,2314-2766
HISTORIA MEXICANA,0.2,2448-6531
Revista de Historia da Sociedade e da Cultura,0.2,2183-8615
Araucaria-Revista Iberoamericana de Filosofia Politica y Humanidades,0.2,2340-2199
Sendebar-Revista de Traduccion e Interpretacion,0.2,2340-2415
Revista Agrogeoambiental,0.2,2316-1817
PROSPECTIVA,0.2,2389-993X
Revista Medica de Rosario,0.2,1851-2135
Espacio Tiempo y Forma-Serie III-Historia Medieval,0.2,2340-1362
Administracao Publica e Gestao Social,0.2,2175-5787
Nueva Revista Filologia Hispanica,0.2,2448-6558
Revista ENIAC Pesquisa,0.2,2316-2341
Ilha do Desterro-A Journal of English Language Literatures in English and Cultural Studies,0.2,2175-8026
Revista UNISCI,0.2,2386-9453
Magnificat Cultura i Literatura Medievals,0.2,2386-8295
Ciencia Politica,0.2,2389-7481
Vox Patrum,0.2,2719-3586
Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti I Umjetnosti u Dubrovniku,0.2,1848-7815
CAPjournal,0.2,1996-563X
Philosophy and Society-Filozofija i Drustvo,0.2,2334-8577
Nova Prisutnost,0.2,1848-8676
Mediterranean Journal of Infection Microbes and Antimicrobials,0.2,2147-673X
Direito e Praxis,0.2,2179-8966
Nexo Revista Cientifica,0.2,1995-9516
Hipogrifo-Revista de literatura y cultura del Siglo de Oro,0.2,2328-1308
Acta Brasiliensis,0.2,2526-4338
Etnoloska Tribina,0.2,1848-9540
Voprosy Onomastiki-Problems of Onomastics,0.2,1994-2451
Latin American Journal of Content & Language Integrated-LACLIL,0.2,2322-9721
Historia y Memoria,0.2,2322-777X
Ciencia UNEMI,0.2,2528-7737
Indian Journal of Respiratory Care,0.2,2321-4899
Investigacion Bibliotecologica,0.2,2448-8321
Journal of Science and Technology of the Arts,0.2,2183-0088
E-Ciencias de la Informacion,0.2,1659-4142
Revista Portuguesa de Historia,0.2,2183-3796
Contexto,0.2,2610-7902
Pravni Vjesnik,0.2,1849-0840
Acta Poetica,0.2,2448-735X
Revista Ambiente Contabil,0.2,2176-9036
B-ENT,0.2,2684-4907
Indian Journal of Paediatric Dermatology,0.2,2319-7269
RISUS-Journal on Innovation and Sustainability,0.2,2179-3565
Istanbul Iktisat Dergisi-Istanbul Journal of Economics,0.2,2602-3954
Revista Administracao em Dialogo,0.2,2178-0080
Revista Brasileira de Inovacao,0.2,2178-2822
Interdisciplinaria Archaeologica-Natural Sciences in Archaeology,0.2,2336-1220
Anadolu Arastirmalari-Anatolian Research,0.2,2667-629X
Ars Adriatica,0.2,1848-7459
Revista Latinoamericana de Derecho Social,0.2,2448-7899
Radio Electronics Computer Science Control,0.2,2313-688X
Revista de Economia Mundial,0.2,2340-4264
Gragoata-UFF,0.2,2358-4114
Revista de Arquitectura-Bogota,0.2,2357-626X
Cuadernos de Filosofia Latinoamericana,0.2,2500-5375
"Revista Facultad de Ingenieria, Universidad Pedagogica y Tecnologica de Colombia",0.2,2357-5328
Historia y Sociedad,0.2,2357-4720
Revista Colombiana de Quimica,0.2,2357-3791
Boletin de Ciencias de la Tierra,0.2,2357-3740
Em Questao,0.2,1808-5245
CINEJ Cinema Journal,0.2,2158-8724
GREEK ROMAN AND BYZANTINE STUDIES,0.2,2159-3159
Journal of Dentistry Indonesia,0.2,2355-4800
Revue d Anthropologie des Connaissances,0.2,1760-5393
Lesnoy Zhurnal-Forestry Journal,0.2,0536-1036
Journal of British and Irish Innovative Poetry,0.2,1758-972X
Novedades en Poblacion,0.2,1817-4078
Journal of Dermatology & Dermatologic Surgery-JDDS,0.2,2352-2429
International Journal of Korean History,0.2,2508-5921
Muzikoloski Zbornik,0.2,2350-4242
Illes i Imperis,0.2,2385-4219
Catedral Tomada-Revista de Critica Literaria Latinoamericana-Journal of Latin American Literary Criticism,0.2,2169-0847
Connectist-Istanbul University Journal of Communication Sciences,0.2,2636-8943
Hrvatski Dijalektoloski Zbornik,0.2,2459-4849
America Latina Hoy-Revista de Ciencias Sociales,0.2,2340-4396
SocietaMutamentoPolitica-Rivista Italiana di Sociologia,0.2,2038-3150
Bratislava Law Review,0.2,2644-6359
Pensando Psicologia,0.2,2382-3984
Historical Review-La Revue Historique,0.2,1791-7603
Journal of Economy Culture and Society,0.2,2645-8772
Manuscript Studies-A Journal of the Schoenberg Institute for Manuscript Studies,0.2,2380-1190
Criminologie,0.2,1492-1367
Bezmialem Science,0.2,2148-2373
Note di Matematica,0.2,1590-0932
Text Matters-A Journal of Literature Theory and Culture,0.2,2084-574X
Reti Medievali Rivista,0.2,1593-2214
Civil Engineering Journal-Stavebni Obzor,0.2,1805-2576
Sibirica-Interdisciplinary journal of Siberian Studies,0.2,1476-6787
Holos,0.2,1807-1600
Studia Warminskie,0.2,0137-6624
Revista Corpoica-Ciencia y Tecnologia Agropecuaria,0.2,2500-5308
Revue de Geographie Alpine-Journal of Alpine Research,0.2,1760-7426
Istanbul Medical Journal,0.2,2148-094X
deSignis,0.2,2462-7259
Pravoprimenenie-Law Enforcement Review,0.2,2658-4050
Revista Cubana de Reumatologia,0.2,1817-5996
Journal of Neuroanaesthesiology and Critical Care,0.2,2348-926X
Journal of Head & Neck Physicians and Surgeons,0.2,2347-8128
Geograficando,0.2,2346-898X
Trabajo Social Global-Global Social Work,0.2,2013-6757
Journal of the Practice of Cardiovascular Sciences,0.2,2454-2830
Revista de Llengua i Dret-Journal of Language and Law,0.2,2013-1453
Acta Historica Tallinnensia,0.2,1736-7476
Iatreia,0.2,2011-7965
Essays in French Literature and Culture,0.2,1835-7040
Revista Ciencias Pedagogicas e Innovacion,0.2,1390-7603
Impossibilia-Revista Internacional de Estudios Literarios,0.2,2174-2464
Age of Human Rights Journal,0.2,2340-9592
Verba-Anuario Galego de Filoloxia,0.2,2174-4017
Kultur-Revista Interdisciplinaria sobre la Cultura de la Ciutat,0.2,2386-5458
NOVITATES CARIBAEA,0.2,2079-0139
Methaodos-Revista de Ciencias Sociales,0.2,2340-8413
Romanian Statistical Review,0.2,1844-7694
Iberian Journal of the History of Economic Thought,0.2,2386-5768
PENSAMIENTO,0.2,2386-5822
Topicos-Revista de Filosofia,0.2,2007-8498
Turkish Journal of Immunology,0.2,2147-8325
Anduli,0.2,2340-4973
Journal of College of Sharia and Islamic Studies,0.2,2523-1715
Anuari de Filologia-Estudis de Linguistica,0.2,2014-1408
Melanges de la Casa de Velazquez,0.2,2173-1306
Revista La Propiedad Inmaterial,0.2,2346-2116
Trabajos y comunicaciones,0.2,2346-8971
Chasqui-Revista Latinoamericana de Comunicacion,0.2,1390-924X
Physical and Chemical Aspects of the Study of Clusters Nanostructures and Nanomaterials,0.2,2658-4360
Revista de Nefrologia Dialisis y Trasplante,0.2,2346-8548
Byulleten Sibirskoy Meditsiny,0.2,1819-3684
Quaderns-Revista de Traduccio,0.2,2014-9735
Guiniguada,0.2,2386-3374
Revista de Derecho Privado,0.2,2346-2442
Derecho Penal y Criminologia,0.2,2346-2108
Metodos de informacion,0.2,2173-1241
Anuario Turismo y Sociedad,0.2,2346-206X
Enrahonar-Quaderns de Filosofia,0.2,2014-881X
Zbornik Instituta za Pedagoska Istrazivanja,0.2,1820-9270
Brumal-Research Journal on the Fantastic,0.2,2014-7910
Fotocinema-Revista Cientifica de Cine y Fotografia,0.2,2172-0150
ARQ,0.2,0717-6996
Avant,0.2,2082-6710
Boletin de Literatura Oral,0.2,2173-0695
Miscelanea de Estudios Arabes y Hebraicos-Seccion Arabe-Islam,0.2,2341-0906
Gecontec-Revista Internacional de Gestion del Conocimiento y la Tecnologia,0.2,2255-5684
Journal of Food Science and Technology-Ukraine,0.2,2409-7004
Nauka Televideniya-The Art and Science of Television,0.2,2587-9782
Revista Forestal Mesoamerica Kuru-RFMK,0.2,2215-2504
Revista Geografica de America Central,0.2,2215-2563
America sin Nombre,0.2,1989-9831
RBNE-Revista Brasileira de Nutricao Esportiva,0.2,1981-9927
Studia Litterarum,0.2,2541-8564
ABE Journal,0.2,2275-6639
Perspectivas em Ciencia da Informacao,0.2,1981-5344
Actualidades en Psicologia,0.2,2215-3535
Kriterion-Revista de Filosofia,0.2,1981-5336
Hungarian Cultural Studies,0.2,2471-965X
International Journal of Noncommunicable Diseases,0.2,2468-8835
BRICS Law Journal,0.2,2412-2343
Archivo Espanol de Arqueologia,0.2,1988-3110
Revista Latinoamericana de Estudios de Familia,0.2,2215-8758
Vestnik Transplantologii i Iskusstvennyh Organov,0.2,2412-6160
Cuadernos Electronicos de Filosofia del Derecho,0.2,1138-9877
Apuntes del CENES,0.2,2256-5779
Revista Colombiana de Ciencias Sociales,0.2,2216-1201
Anuario Musical,0.2,1988-4125
Vestnik Volgogradskogo Gosudarstvennogo Universiteta-Seriya 2-Yazykoznanie,0.2,2409-1979
Turkish Journal of Nephrology,0.2,2667-4440
Hispania Sacra,0.2,1988-4265
Didactica-Lengua y Literatura,0.2,1988-2548
History of science and technology,0.2,2415-7430
INTERNASJONAL POLITIKK,0.2,1891-1757
Dixit,0.2,0797-3691
Formosan Journal of Surgery,0.2,2213-5413
Journal of Classics Teaching,0.2,2058-6310
Conflict Studies Quarterly,0.2,2285-7605
Artnodes,0.2,1695-5951
Muzikologija-Musicology,0.2,2406-0976
Indian Anaesthetists Forum,0.2,0973-0311
Linha d Agua,0.2,2236-4242
Phenomenology & Practice,0.2,1913-4711
Teaching of Mathematics,0.2,2406-1077
Annals of Indian Psychiatry,0.2,2588-8366
H-ermes-Journal of Communication,0.2,2284-0753
Slavica TerGestina,0.2,2283-5482
Fronteras de la Historia,0.2,2539-4711
RUDN Journal of Sociology-Vestnik Rossiiskogo Universiteta Druzhby Narodov Seriya Sotsiologiya,0.2,2408-8897
Mundo Agrario,0.2,1515-5994
Anuario Colombiano de Historia Social y de la Cultura,0.2,2256-5647
Asclepio-Revista de Historia de la Medicina y de la Ciencia,0.2,1988-3102
Interlitteraria,0.2,2228-4729
Territoire en Mouvement,0.2,1950-5698
MGIMO Review of International Relations,0.2,2541-9099
Eikon Imago,0.2,2254-8718
ArDIn-Arte Diseno e Ingenieria,0.2,2254-8319
Cuadernos de Historia Moderna,0.2,1988-2475
Asian and African Studies,0.2,2585-8793
Vinculos de Historia,0.2,2254-6901
Memoria y Civilizacion-Anuario de Historia,0.2,2254-6367
Revista Tefros,0.2,1667-9229
Osterreichisches Religionspadagogisches Forum,0.2,1018-1539
FILOZOFIA,0.2,2585-7061
Journal of Horticultural Sciences,0.2,2582-4899
Anales del Seminario de Historia de la Filosofia,0.2,1988-2564
Revista Digital de Derecho Administrativo,0.2,2145-2946
Iberoamerican Journal of Development Studies,0.2,2254-2035
Casopis za Ekonomiju i Trzisne Komunikacije,0.2,2232-9633
Anales de Historia del Arte,0.2,1988-2491
Estudios de Traduccion,0.2,2254-1756
Revista Cubana de Fisica,0.2,2224-7939
Revista de Antropologia Social,0.2,1988-2831
Res Mobilis-International Research Journal of Furniture and Decorative Objects,0.2,2255-2057
Documentacion de las Ciencias de la Informacion,0.2,1988-2890
Architecture_MPS,0.2,2050-9006
Trabajo Social,0.2,2256-5493
Gerion-Revista de Historia Antigua,0.2,1988-3080
Infancias Imagenes,0.2,2665-511X
Izvestiya Vuzov-Prikladnaya Khimiya i Biotekhnologiya,0.2,2500-1558
Radical Teacher,0.2,1941-0832
Odontoestomatologia,0.2,1688-9339
Research in Cardiovascular Medicine,0.2,2251-9580
Revista Universidad y Sociedad,0.2,2218-3620
De Medio Aevo,0.2,2255-5889
Arenal-Revista de Historia de las Mujeres,0.2,1134-6396
Cuadernos Europeos de Deusto,0.2,2445-3587
Devices and Methods of Measurements,0.2,2414-0473
Pasavento-Revista de Estudios Hispanicos,0.2,2255-4505
Revista de Historiografia,0.2,2445-0057
Didactica de las Ciencias Experimentales y Sociales,0.2,2255-3835
Revista Cubana de Ingenieria,0.2,2223-1781
Sociedades Precapitalistas,0.2,2250-5121
Indian Journal of Neurotrauma,0.2,2213-3739
Atelie Geografico,0.2,1982-1956
Zeitschrift der Gesellschaft fur Musiktheorie,0.2,1862-6742
Revista de Epidemiologia e Controle de Infeccao,0.2,2238-3360
Arte y Politicas de Identidad,0.2,1989-8452
Prometeica-Revista de Filosofia y Ciencias,0.2,1852-9488
Genre Sexualite & Societe,0.2,2104-3736
Revista Colombiana de Bioetica,0.2,2590-9452
Hallazgos-Revista de Investigaciones,0.2,2422-409X
Acta Medico-Historica Adriatica,0.2,1334-6253
Inquietud Empresarial,0.2,2422-3220
Visnyk NTUU KPI Seriia-Radiotekhnika Radioaparatobuduvannia,0.2,2310-0389
Virtualidad Educacion y Ciencia,0.2,1853-6530
Contaduria Universidad de Antioquia,0.2,2590-4604
Turk Osteoporoz Dergisi-Turkish Journal of Osteoporosis,0.2,2147-2653
Castilla-Estudios de Literatura,0.2,1989-7383
Justicia,0.2,2590-4566
Espaces-Populations-Societes,0.2,2104-3752
Journal of Istanbul Faculty of Medicine-Istanbul Tip Fakultesi Dergisi,0.2,1305-6441
Jahrbuch Fur Wirtschaftsgeschichte,0.2,2196-6842
Ge-Conservacion,0.2,1989-8568
Revista de Transporte y Territorio,0.2,1852-7175
SaberEs,0.2,1852-4222
Zhurnal Frontirnykh Issledovanii-Journal of Frontier Studies,0.2,2500-0225
Infektsiya i Immunitet,0.2,2313-7398
Argumentos-Revista de Filosofia,0.2,1984-4255
Rivista Internazionale di Filosofia e Psicologia,0.2,2239-2629
Italian Journal of Planning Practice,0.2,2239-267X
Quaestio Rossica,0.2,2313-6871
Studi irlandesi-A Journal of Irish Studies,0.2,2239-3978
Zolotoordynskoe Obozrenie-Golden Horde Review,0.2,2313-6197
Austrian Journal of Political Science,0.2,2313-5433
Historia da Historiografia,0.2,1983-9928
Problemos,0.2,2424-6158
Review of European and Comparative Law,0.2,2545-384X
Kyiv-Mohyla Humanities Journal,0.2,2313-4895
Educar em Revista,0.2,1984-0411
Litera-Journal of Language Literature and Culture Studies,0.2,2602-2117
Noesis-Revista de Ciencias Sociales y Humanidades,0.2,2395-8669
Ciencia Ergo-Sum,0.2,2395-8782
Journal of Portuguese Linguistics,0.2,2397-5563
Hong Kong Journal of Radiology,0.2,2307-4620
Cabas,0.2,1989-5909
Tiempos Modernos-Revista Electronica de Historia Moderna,0.2,1699-7778
Quaderns de Filologia-Estudis Linguistics,0.2,2444-1449
Actualidad Juridica Ambiental,0.2,1989-5666
Cultura de los Cuidados,0.2,1699-6003
Gospodarka Narodowa-The Polish Journal of Economics,0.2,2300-5238
Revue des Mondes Musulmans et de la Mediterranee,0.2,2105-2271
Revista Electronica de Estudios Internacionales,0.2,1697-5197
Comunicacion y Medios,0.2,0719-1529
Topoi-Revista de Historia,0.2,2237-101X
Emerita,0.2,1988-8384
Isegoria,0.2,1988-8376
Ekonomista,0.2,2299-6184
Guncel Pediatri-Journal of Current Pediatrics,0.2,1308-6308
Journal of Obstetric Anaesthesia and Critical Care,0.2,2249-9539
Indian Journal of Transplantation,0.2,2212-0025
Co-herencia,0.2,2539-1208
Revista Ibero-Americana de Ciencia da Informacao,0.2,1983-5213
Avances en Psicologia Latinoamericana,0.2,2145-4515
International Productivity Monitor,0.2,1492-9767
International Journal of Technologies in Higher Education,0.2,1708-7570
Hybris-Revista de Filosofia,0.2,0718-8382
Revue Interventions Economiques-Papers in Political Economy,0.2,1710-7377
Daimon-Revista Internacional de Filosofia,0.2,1989-4651
Megaron,0.2,1309-6915
St Petersburg Polytechnic University Journal-Physics and Mathematics,0.2,2405-7223
Russian Open Medical Journal,0.2,2304-3415
Indian Journal of Medical Specialities,0.2,0976-2892
Philobiblon-Transylvanian Journal of Multidisciplinary Research in Humanities,0.2,2247-8442
Topics in Linguistics,0.2,2199-6504
Ciudad Paz-Ando,0.1,2422-278X
Quaderns de Filologia-Estudis Literaris,0.1,2444-1457
Kosciol i Prawo,0.1,2544-5804
Studies in Language Assessment,0.1,2653-5335
Iraqi Journal of Hematology,0.1,2543-2702
Perspectiva Geografica,0.1,2500-8684
Revista de Investigaciones-Universidad del Quindio,0.1,2500-5782
ArcHistoR-Architecture History Restoration,0.1,2384-8898
Revista de Estudios en Seguridad Internacional-RESI,0.1,2444-6157
Uchenye Zapiski Kazanskogo Universiteta-Seriya Fiziko-Matematicheskie Nauki,0.1,2500-2198
Recent Period Turkish Studies-Yakin Donem Turkiye Arastirmalari,0.1,2547-9679
Japanese Studies in Russia,0.1,2500-2872
Istorija 20 Veka,0.1,2560-3647
Avances del Cesor,0.1,2422-6580
Analele Universitatii Bucuresti-Stiinte Politice,0.1,2821-8078
Selcuk Universitesi Edebiyat Fakultesi Dergisi-Selcuk University Journal of Faculty of Letters,0.1,2458-908X
Loggia Arquitectura & Restauracion,0.1,2444-1619
Magallanica-Revista de Historia Moderna,0.1,2422-779X
Bresil-s,0.1,2425-231X
Indian Journal of Vascular and Endovascular Surgery,0.1,2394-0999
Aristonothos-Scritti per il Mediterraneo Antico,0.1,2385-2895
Eskiyeni,0.1,2636-8536
Fontes Linguae Vasconum,0.1,2530-5832
Hitit Theology Journal,0.1,2757-6949
Studia Historica-Historia Antigua,0.1,2530-4100
Literatura Mexicana,0.1,2448-8216
Anales de Literatura Espanola,0.1,2695-4257
Eleuthera,0.1,2463-1469
Trans-Revista de Traductologia,0.1,2603-6967
Debats-Revista de Cultura Poder i Societat,0.1,2530-3074
Cultura y Droga,0.1,2590-7840
Jewish Historical Studies-Transactions of the Jewish Historical Society of England,0.1,2397-1290
Duazary,0.1,2389-783X
Art Style,0.1,2596-1810
Revista Perspectiva Empresarial,0.1,2389-8194
Turkish Journal of Plastic Surgery,0.1,2528-8644
Cuestiones de Filosofia,0.1,2389-9441
Analecta Politica,0.1,2390-0067
Insan & Toplum-The Journal of Humanity & Society,0.1,2602-2745
Ilahiyat Tetkikleri Dergisi-Journal of Ilahiyat Researches,0.1,2602-3946
Estudios de Asia y Africa,0.1,2448-654X
Colloquia Humanistica,0.1,2392-2419
Journal of Penal Law and Criminology-Ceza Hukuku ve Kriminoloji Dergisi,0.1,2602-3911
Studia z Filologii Polskiej i Slowianskiej,0.1,2392-2435
Acta Pediatrica de Mexico,0.1,2395-8235
Hermeneus,0.1,2530-609X
Philologica Canariensia,0.1,2386-8635
Cuaderno de Notas,0.1,2386-8376
Cadernos de Estudos Linguisticos,0.1,2447-0686
Revista Colombiana de Filosofia de la Ciencia,0.1,2463-1159
Romanian Journal of Military Medicine,0.1,2501-2312
Studia Theodisca,0.1,2385-2917
Public and Private International Law Bulletin,0.1,2667-4114
Metacritic Journal for Comparative Studies and Theory,0.1,2457-8827
Izvestiya Uralskogo Federalnogo Universiteta-Seriya 2-Gumanitarnye Nauki,0.1,2587-6929
British and American Studies,0.1,2457-7715
Journal of Social Work Education and Practice,0.1,2456-2068
SIYASAL-Journal of Political Sciences,0.1,2618-6330
Matraga-Estudos Linguisticos e Literario,0.1,2446-6905
Estudios de Historia Moderna y Contemporanea de Mexico,0.1,2448-5004
Minerva-Revista de Filologia Clasica,0.1,2530-6480
Studia Prawnicze KUL,0.1,2719-4264
Pensamiento al Margen,0.1,2386-6098
Zbornik Radova Vizantoloskog Instituta,0.1,2406-0917
Anuario IEHS,0.1,2524-9339
Euphrosyne-Revista de Filologia Classica,0.1,2736-3082
Engineering Technologies and Systems,0.1,2658-6525
Journal of Marine Medical Society,0.1,2589-1235
Bulletin KNOB,0.1,2589-3343
Cartagine-Studi e Ricerche,0.1,2532-1110
Revista Brasileira de Educacao do Campo-Brazilian Journal of Rural Education,0.1,2525-4863
Studia Semiotyczne,0.1,2544-073X
Hesperis-Tamuda,0.1,0018-1005
Taller de la Historia,0.1,2382-4794
SVMMA-Revista de Cultures Medievals,0.1,2014-7023
Revista de Estudios Empresariales-Segunda Epoca,0.1,1988-9046
Razon Historica-Revista Hispanoamericana de Historia de las Ideas,0.1,1989-2659
Revista de Investigacion Linguistica,0.1,1989-4554
Anales de Filologia Francesa,0.1,1989-4678
Libros de la Corte,0.1,1989-6425
Ars Bilduma,0.1,1989-9262
European Journal of American Studies,0.1,1991-9336
Schole-Filosofskoe Antikovedenie i Klassicheskaya Traditsiya-Schole-Ancient Philosophy and the Classical Tradition,0.1,1995-4336
MODERNA SPRAK,0.1,2000-3560
Stoa,0.1,2007-1868
Universitas Medica,0.1,2011-0839
Ideas y Valores,0.1,2011-3668
452 F-Revista de Teoria de la Literatura y Literatura Comparada,0.1,2013-3294
Treballs de Sociolinguistica Catalana,0.1,2013-9136
Lectora-Revista de Dones i Textualitat,0.1,2013-9470
Llengua & Literatura,0.1,2013-9527
Comunicacio-Revista de Recerca i d Analisi,0.1,2014-0444
Mitologias Hoy-Revista de Pensamiento Critica y Estudios Literarios Latinoamericanos,0.1,2014-1130
Anuari de Filologia-Llengues i Literaturas Modernas,0.1,2014-1394
Cuadernos de Estudios Gallegos,0.1,1988-8333
ANALES CERVANTINOS,0.1,1988-8325
e-rph-Revista electronica de Patrimonio Historico,0.1,1988-7213
Revista Brasileira de Futsal e Futebol,0.1,1984-4956
Studia et Documenta,0.1,1970-4879
Trans-Form-Acao,0.1,1980-539X
Linhas Criticas,0.1,1981-0431
Geo UERJ,0.1,1981-9021
RBONE-Revista Brasileira de Obesidade Nutricao e Emagrecimento,0.1,1981-9919
Revista Ibero-Americana de Estudos em Educacao,0.1,1982-5587
Dialogia,0.1,1983-9294
Revista Tecnologia e Sociedade,0.1,1984-3526
Educacao,0.1,1984-6444
REVISTA DE LITERATURA,0.1,1988-4192
Letras de Hoje-Estudos e Debates em Linguistica Literatura e Lingua Portuguesa,0.1,1984-7726
Filosofia Unisinos,0.1,1984-8234
Dicenda-Cuadernos de Filologia Hispanica,0.1,1988-2556
Anaquel de Estudios Arabes,0.1,1988-2645
Revista de Filologia Alemana,0.1,1988-2823
Revista de Filosofia-Madrid,0.1,1988-284X
SEFARAD,0.1,1988-320X
Logos-Anales del Seminario de Metafisica,0.1,1988-3242
Anuari de Filologia-Literatures Contemporanies,0.1,2014-1416
Abriu-Estudos de Textualidade do Brasil Galicia e Portugal,0.1,2014-8534
Geosaberes,0.1,2178-0463
BRAC-Barcelona Research Art Creation,0.1,2014-8992
Mundo Amazonico,0.1,2145-5082
Estudios de Derecho,0.1,2145-6151
Fuentes el Reventon Energetico,0.1,2145-8502
Revista de Filosofia UIS,0.1,2145-8529
Perifrasis-Revista de Literatura Teoria y Critica,0.1,2145-9045
Gazi Medical Journal,0.1,2147-2092
Journal of Urological Surgery,0.1,2148-9580
Tradition & Discovery,0.1,2154-1566
Journal of French and Francophone Philosophy,0.1,2155-1162
Estudios de Linguistica-Universidad de Alicante-ELUA,0.1,2171-6692
Gran Tour,0.1,2172-8690
Cuadernos de Ilustracion y Romanticismo,0.1,2173-0687
ARYS-Antiguedad Religiones y Sociedades,0.1,2173-6847
Cuadernos de Proyectos Arquitectonicos,0.1,2174-1131
Revista Internacional de Relaciones Publicas,0.1,2174-3681
Tempo e Argumento,0.1,2175-1803
Revista de Estudos Constitucionais Hermeneutica e Teoria do Direito-RECHTD,0.1,2175-2168
Geografares,0.1,2175-3709
Revista de Pesquisa-Cuidado e Fundamental Online,0.1,2175-5361
Revista Estudios Socio-Juridicos,0.1,2145-4531
Calle 14-Revista de investigacion en el Campo del Arte,0.1,2145-0706
Annee du Maghreb,0.1,2109-9405
Italiano LinguaDue,0.1,2037-3597
Boletin Americanista,0.1,2014-993X
Brussels Studies,0.1,2031-0293
Bollettino Filosofico,0.1,2035-2670
Confluenze-Rivista di Studi Iberoamericani,0.1,2036-0967
Danza e Ricerca-Laboratorio di Studi Scritture Visioni,0.1,2036-1599
S&F-Scienzaefilosofia it,0.1,2036-2927
Rivista Italiana di Filosofia del Linguaggio,0.1,2036-6728
Enthymema-International Journal of Literary Criticism Literary Theory and Philosophy of Literature,0.1,2037-2426
Collectivus-Revista de Ciencias Sociales,0.1,2382-4018
Strenae-Recherches sur les Livres et les Objets Culturels de L Enfance,0.1,2109-9081
Capitale Culturale-Studies on the Value of Cultural Heritage,0.1,2039-2362
Archaeology International,0.1,2048-4194
Studia Universitatis Babes-Bolyai Philosophia,0.1,2065-9407
Codrul Cosminului,0.1,2067-5860
Letras-Lima,0.1,2071-5072
Gosudarstvo Religiya Tserkov v Rossii i za Rubezhom,0.1,2073-7211
Cahiers Mondes Anciens,0.1,2107-0199
Miranda,0.1,2108-6559
Confins-Revue Franco-Bresilienne de Geographie-Revista Franco-Brasileira de Geografia,0.1,1958-9212
Espace Politique,0.1,1958-5500
Journal de la Societe des Americanistes,0.1,1957-7842
Revue Archeologique du Centre de la France,0.1,1951-6207
Biblios-Revista de Bibliotecologia y Ciencias de la Informacion,0.1,1562-4730
Onkologija,0.1,1581-3215
Linguistica e Filologia,0.1,1594-6517
Bibliotecas-Revista de la Escuela de Bibliotecologia Documentacion e Informacion,0.1,1659-3286
Cuadernos Inter c a mbio sobre Centroamerica y el Caribe,0.1,1659-4940
Revista Ra Ximhai,0.1,1665-0441
Astrolabio-Nueva Epoca,0.1,1668-7515
Question,0.1,1669-6581
Icelandic Review of Politics & Administration,0.1,1670-679X
ETD Educacao Tematica Digital,0.1,1676-2592
Atenas,0.1,1682-2749
Psicologia Conocimiento y Sociedad,0.1,1688-7026
Alkoholizm i Narkomania-Alcoholism and Drug Addiction,0.1,1689-3530
Historia Actual Online,0.1,1696-2060
Llengua Societat i Comunicacio,0.1,1697-5928
Estudios Irlandeses,0.1,1699-311X
New Proposals-Journal of Marxism and Interdisciplinary Inquiry,0.1,1715-6718
Ri Vista-Ricerche per la Progettazione del Paesaggio,0.1,1724-6768
Linguae &-Rivista di Lingue e Culture Moderne,0.1,1724-8698
Nineteenth-Century Art Worldwide,0.1,1543-1002
Eptic,0.1,1518-2487
Opus,0.1,1517-7017
Anales de Literatura Chilena,0.1,0719-0913
Slovenska Literatura,0.1,0037-6973
AMERICAN STUDIES IN SCANDINAVIA,0.1,0044-8060
Anos 90,0.1,0104-236X
SARE-Southeast Asian Review of English,0.1,0127-046X
Contemporary Europe-Sovremennaya Evropa,0.1,0201-7083
REVISTA CHILENA DE LITERATURA,0.1,0718-2295
Estudios Avanzados,0.1,0718-5014
Punto Genero,0.1,0719-0417
Revista Notas Historicas y Geograficas,0.1,0719-4404
Revista Formacao Online,0.1,1517-543X
Historia 396,0.1,0719-7969
Libres-Library and Information Science Research Electronic Journal,0.1,1058-6768
On the Waterfront,0.1,1139-7365
Journal of Hebrew Scriptures,0.1,1203-1542
Vision Gerencial,0.1,1317-8822
ESPES-The Slovak Journal of Aesthetics,0.1,1339-1119
Elemente der Mathematik,0.1,1420-8962
Belphegor,0.1,1499-7185
Medisur-Revista de Ciencias Medicas de Cienfuegos,0.1,1727-897X
Cahiers de Narratologie,0.1,1765-307X
Developpement Durable & Territoires,0.1,1772-9971
Ogigia-Revista Electronica de Estudios Hispanicos,0.1,1887-3731
Anuario de la Escuela de Historia Virtual,0.1,1853-7049
Nuevo Pensamiento-Revista de Filosofia,0.1,1853-7596
Temas y Debates,0.1,1853-984X
Groups Complexity Cryptology,0.1,1869-6104
